file_path,depression_angle,class,target_serial
data/raw/archive/Padded_imgs/ZIL131/HB15243.JPG,15,ZIL131,HB15243
data/raw/archive/Padded_imgs/ZIL131/HB15244 (copy).JPG,15,ZIL131,HB15244 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15244.JPG,15,ZIL131,HB15244
data/raw/archive/Padded_imgs/ZIL131/HB15245 (copy).JPG,15,ZIL131,HB15245 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15245.JPG,15,ZIL131,HB15245
data/raw/archive/Padded_imgs/ZIL131/HB15246 (copy).JPG,15,ZIL131,HB15246 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15246.JPG,15,ZIL131,HB15246
data/raw/archive/Padded_imgs/ZIL131/HB15247 (copy).JPG,15,ZIL131,HB15247 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15247.JPG,15,ZIL131,HB15247
data/raw/archive/Padded_imgs/ZIL131/HB15248 (copy).JPG,15,ZIL131,HB15248 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15248.JPG,15,ZIL131,HB15248
data/raw/archive/Padded_imgs/ZIL131/HB15251 (copy).JPG,15,ZIL131,HB15251 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15251.JPG,15,ZIL131,HB15251
data/raw/archive/Padded_imgs/ZIL131/HB15252 (copy).JPG,15,ZIL131,HB15252 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15252.JPG,15,ZIL131,HB15252
data/raw/archive/Padded_imgs/ZIL131/HB15254 (copy).JPG,15,ZIL131,HB15254 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15254.JPG,15,ZIL131,HB15254
data/raw/archive/Padded_imgs/ZIL131/HB15255 (copy).JPG,15,ZIL131,HB15255 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15255.JPG,15,ZIL131,HB15255
data/raw/archive/Padded_imgs/ZIL131/HB15256 (copy).JPG,15,ZIL131,HB15256 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15256.JPG,15,ZIL131,HB15256
data/raw/archive/Padded_imgs/ZIL131/HB15257 (copy).JPG,15,ZIL131,HB15257 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15257.JPG,15,ZIL131,HB15257
data/raw/archive/Padded_imgs/ZIL131/HB15258 (copy).JPG,15,ZIL131,HB15258 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15258.JPG,15,ZIL131,HB15258
data/raw/archive/Padded_imgs/ZIL131/HB15259 (copy).JPG,15,ZIL131,HB15259 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15259.JPG,15,ZIL131,HB15259
data/raw/archive/Padded_imgs/ZIL131/HB15260 (copy).JPG,15,ZIL131,HB15260 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15260.JPG,15,ZIL131,HB15260
data/raw/archive/Padded_imgs/ZIL131/HB15261 (copy).JPG,15,ZIL131,HB15261 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15261.JPG,15,ZIL131,HB15261
data/raw/archive/Padded_imgs/ZIL131/HB15262 (copy).JPG,15,ZIL131,HB15262 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15262.JPG,15,ZIL131,HB15262
data/raw/archive/Padded_imgs/ZIL131/HB15263 (copy).JPG,15,ZIL131,HB15263 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15263.JPG,15,ZIL131,HB15263
data/raw/archive/Padded_imgs/ZIL131/HB15264 (copy).JPG,15,ZIL131,HB15264 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15264.JPG,15,ZIL131,HB15264
data/raw/archive/Padded_imgs/ZIL131/HB15265 (copy).JPG,15,ZIL131,HB15265 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15265.JPG,15,ZIL131,HB15265
data/raw/archive/Padded_imgs/ZIL131/HB15266 (copy).JPG,15,ZIL131,HB15266 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15266.JPG,15,ZIL131,HB15266
data/raw/archive/Padded_imgs/ZIL131/HB15267 (copy).JPG,15,ZIL131,HB15267 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB15267.JPG,15,ZIL131,HB15267
data/raw/archive/Padded_imgs/ZIL131/HB19377 (copy).JPG,15,ZIL131,HB19377 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19377.JPG,15,ZIL131,HB19377
data/raw/archive/Padded_imgs/ZIL131/HB19379 (copy).JPG,15,ZIL131,HB19379 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19379.JPG,15,ZIL131,HB19379
data/raw/archive/Padded_imgs/ZIL131/HB19381 (copy).JPG,15,ZIL131,HB19381 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19381.JPG,15,ZIL131,HB19381
data/raw/archive/Padded_imgs/ZIL131/HB19383 (copy).JPG,15,ZIL131,HB19383 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19383.JPG,15,ZIL131,HB19383
data/raw/archive/Padded_imgs/ZIL131/HB19389 (copy).JPG,15,ZIL131,HB19389 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19389.JPG,15,ZIL131,HB19389
data/raw/archive/Padded_imgs/ZIL131/HB19390 (copy).JPG,15,ZIL131,HB19390 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19390.JPG,15,ZIL131,HB19390
data/raw/archive/Padded_imgs/ZIL131/HB19394 (copy).JPG,15,ZIL131,HB19394 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19394.JPG,15,ZIL131,HB19394
data/raw/archive/Padded_imgs/ZIL131/HB19396 (copy).JPG,15,ZIL131,HB19396 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19396.JPG,15,ZIL131,HB19396
data/raw/archive/Padded_imgs/ZIL131/HB19398 (copy).JPG,15,ZIL131,HB19398 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19398.JPG,15,ZIL131,HB19398
data/raw/archive/Padded_imgs/ZIL131/HB19400 (copy).JPG,15,ZIL131,HB19400 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19400.JPG,15,ZIL131,HB19400
data/raw/archive/Padded_imgs/ZIL131/HB19402 (copy).JPG,15,ZIL131,HB19402 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19402.JPG,15,ZIL131,HB19402
data/raw/archive/Padded_imgs/ZIL131/HB19404 (copy).JPG,15,ZIL131,HB19404 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19404.JPG,15,ZIL131,HB19404
data/raw/archive/Padded_imgs/ZIL131/HB19406 (copy).JPG,15,ZIL131,HB19406 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19406.JPG,15,ZIL131,HB19406
data/raw/archive/Padded_imgs/ZIL131/HB19408 (copy).JPG,15,ZIL131,HB19408 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19408.JPG,15,ZIL131,HB19408
data/raw/archive/Padded_imgs/ZIL131/HB19410 (copy).JPG,15,ZIL131,HB19410 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19410.JPG,15,ZIL131,HB19410
data/raw/archive/Padded_imgs/ZIL131/HB19412 (copy).JPG,15,ZIL131,HB19412 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19412.JPG,15,ZIL131,HB19412
data/raw/archive/Padded_imgs/ZIL131/HB19414 (copy).JPG,15,ZIL131,HB19414 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19414.JPG,15,ZIL131,HB19414
data/raw/archive/Padded_imgs/ZIL131/HB19416 (copy).JPG,15,ZIL131,HB19416 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19416.JPG,15,ZIL131,HB19416
data/raw/archive/Padded_imgs/ZIL131/HB19418 (copy).JPG,15,ZIL131,HB19418 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19418.JPG,15,ZIL131,HB19418
data/raw/archive/Padded_imgs/ZIL131/HB19420 (copy).JPG,15,ZIL131,HB19420 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19420.JPG,15,ZIL131,HB19420
data/raw/archive/Padded_imgs/ZIL131/HB19422 (copy).JPG,15,ZIL131,HB19422 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19422.JPG,15,ZIL131,HB19422
data/raw/archive/Padded_imgs/ZIL131/HB19424 (copy).JPG,15,ZIL131,HB19424 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19424.JPG,15,ZIL131,HB19424
data/raw/archive/Padded_imgs/ZIL131/HB19426 (copy).JPG,15,ZIL131,HB19426 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19426.JPG,15,ZIL131,HB19426
data/raw/archive/Padded_imgs/ZIL131/HB19430 (copy).JPG,15,ZIL131,HB19430 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19430.JPG,15,ZIL131,HB19430
data/raw/archive/Padded_imgs/ZIL131/HB19432 (copy).JPG,15,ZIL131,HB19432 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19432.JPG,15,ZIL131,HB19432
data/raw/archive/Padded_imgs/ZIL131/HB19434 (copy).JPG,15,ZIL131,HB19434 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19434.JPG,15,ZIL131,HB19434
data/raw/archive/Padded_imgs/ZIL131/HB19436 (copy).JPG,15,ZIL131,HB19436 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19436.JPG,15,ZIL131,HB19436
data/raw/archive/Padded_imgs/ZIL131/HB19438 (copy).JPG,15,ZIL131,HB19438 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19438.JPG,15,ZIL131,HB19438
data/raw/archive/Padded_imgs/ZIL131/HB19440 (copy).JPG,15,ZIL131,HB19440 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19440.JPG,15,ZIL131,HB19440
data/raw/archive/Padded_imgs/ZIL131/HB19442 (copy).JPG,15,ZIL131,HB19442 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19442.JPG,15,ZIL131,HB19442
data/raw/archive/Padded_imgs/ZIL131/HB19444 (copy).JPG,15,ZIL131,HB19444 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19444.JPG,15,ZIL131,HB19444
data/raw/archive/Padded_imgs/ZIL131/HB19446 (copy).JPG,15,ZIL131,HB19446 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19446.JPG,15,ZIL131,HB19446
data/raw/archive/Padded_imgs/ZIL131/HB19448 (copy).JPG,15,ZIL131,HB19448 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19448.JPG,15,ZIL131,HB19448
data/raw/archive/Padded_imgs/ZIL131/HB19450 (copy).JPG,15,ZIL131,HB19450 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19450.JPG,15,ZIL131,HB19450
data/raw/archive/Padded_imgs/ZIL131/HB19454 (copy).JPG,15,ZIL131,HB19454 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19454.JPG,15,ZIL131,HB19454
data/raw/archive/Padded_imgs/ZIL131/HB19456 (copy).JPG,15,ZIL131,HB19456 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19456.JPG,15,ZIL131,HB19456
data/raw/archive/Padded_imgs/ZIL131/HB19458 (copy).JPG,15,ZIL131,HB19458 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19458.JPG,15,ZIL131,HB19458
data/raw/archive/Padded_imgs/ZIL131/HB19460 (copy).JPG,15,ZIL131,HB19460 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19460.JPG,15,ZIL131,HB19460
data/raw/archive/Padded_imgs/ZIL131/HB19462 (copy).JPG,15,ZIL131,HB19462 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19462.JPG,15,ZIL131,HB19462
data/raw/archive/Padded_imgs/ZIL131/HB19464 (copy).JPG,15,ZIL131,HB19464 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19464.JPG,15,ZIL131,HB19464
data/raw/archive/Padded_imgs/ZIL131/HB19466 (copy).JPG,15,ZIL131,HB19466 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19466.JPG,15,ZIL131,HB19466
data/raw/archive/Padded_imgs/ZIL131/HB19468 (copy).JPG,15,ZIL131,HB19468 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19468.JPG,15,ZIL131,HB19468
data/raw/archive/Padded_imgs/ZIL131/HB19470 (copy).JPG,15,ZIL131,HB19470 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19470.JPG,15,ZIL131,HB19470
data/raw/archive/Padded_imgs/ZIL131/HB19472 (copy).JPG,15,ZIL131,HB19472 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19472.JPG,15,ZIL131,HB19472
data/raw/archive/Padded_imgs/ZIL131/HB19474 (copy).JPG,15,ZIL131,HB19474 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19474.JPG,15,ZIL131,HB19474
data/raw/archive/Padded_imgs/ZIL131/HB19476 (copy).JPG,15,ZIL131,HB19476 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19476.JPG,15,ZIL131,HB19476
data/raw/archive/Padded_imgs/ZIL131/HB19478 (copy).JPG,15,ZIL131,HB19478 (copy)
data/raw/archive/Padded_imgs/ZIL131/HB19478.JPG,15,ZIL131,HB19478
